datetimeobject,epochmilli,STUSPS,COUNTYGEOID,positiveRate,deathRate,label
2020-01-22,1579651200000.0,NH,33001,0.0,0.0,
2020-01-23,1579737600000.0,NH,33001,0.0,0.0,
2020-01-24,1579824000000.0,NH,33001,0.0,0.0,
2020-01-25,1579910400000.0,NH,33001,0.0,0.0,
2020-01-26,1579996800000.0,NH,33001,0.0,0.0,
2020-01-27,1580083200000.0,NH,33001,0.0,0.0,
2020-01-28,1580169600000.0,NH,33001,0.0,0.0,
2020-01-29,1580256000000.0,NH,33001,0.0,0.0,
2020-01-30,1580342400000.0,NH,33001,0.0,0.0,
2020-01-31,1580428800000.0,NH,33001,0.0,0.0,
2020-02-01,1580515200000.0,NH,33001,0.0,0.0,
2020-02-02,1580601600000.0,NH,33001,0.0,0.0,
2020-02-03,1580688000000.0,NH,33001,0.0,0.0,
2020-02-04,1580774400000.0,NH,33001,0.0,0.0,
2020-02-05,1580860800000.0,NH,33001,0.0,0.0,
2020-02-06,1580947200000.0,NH,33001,0.0,0.0,
2020-02-07,1581033600000.0,NH,33001,0.0,0.0,
2020-02-08,1581120000000.0,NH,33001,0.0,0.0,
2020-02-09,1581206400000.0,NH,33001,0.0,0.0,
2020-02-10,1581292800000.0,NH,33001,0.0,0.0,
2020-02-11,1581379200000.0,NH,33001,0.0,0.0,
2020-02-12,1581465600000.0,NH,33001,0.0,0.0,
2020-02-13,1581552000000.0,NH,33001,0.0,0.0,
2020-02-14,1581638400000.0,NH,33001,0.0,0.0,
2020-02-15,1581724800000.0,NH,33001,0.0,0.0,
2020-02-16,1581811200000.0,NH,33001,0.0,0.0,
2020-02-17,1581897600000.0,NH,33001,0.0,0.0,
2020-02-18,1581984000000.0,NH,33001,0.0,0.0,
2020-02-19,1582070400000.0,NH,33001,0.0,0.0,
2020-02-20,1582156800000.0,NH,33001,0.0,0.0,
2020-02-21,1582243200000.0,NH,33001,0.0,0.0,
2020-02-22,1582329600000.0,NH,33001,0.0,0.0,
2020-02-23,1582416000000.0,NH,33001,0.0,0.0,
2020-02-24,1582502400000.0,NH,33001,0.0,0.0,
2020-02-25,1582588800000.0,NH,33001,0.0,0.0,
2020-02-26,1582675200000.0,NH,33001,0.0,0.0,
